target	set	yes	no
3	64,96,24,56	0	10
4	64,96,24,56	6	4
5	64,96,24,56	0	10
6	64,96,24,56	5	5
7	64,96,24,56	0	11
8	64,96,24,56	6	7
9	64,96,24,56	1	8
10	64,96,24,56	1	10
11	64,96,24,56	0	11
12	64,96,24,56	2	8
13	64,96,24,56	0	13
14	64,96,24,56	6	4
15	64,96,24,56	1	8
16	64,96,24,56	6	4
17	64,96,24,56	0	9
18	64,96,24,56	5	5
19	64,96,24,56	0	9
20	64,96,24,56	3	7
21	64,96,24,56	1	8
22	64,96,24,56	1	8
23	64,96,24,56	0	10
24	64,96,24,56	8	5
25	64,96,24,56	1	8
26	64,96,24,56	4	5
27	64,96,24,56	0	9
28	64,96,24,56	4	5
29	64,96,24,56	0	10
30	64,96,24,56	3	8
31	64,96,24,56	0	9
32	64,96,24,56	7	7
33	64,96,24,56	0	10
34	64,96,24,56	6	4
35	64,96,24,56	0	9
36	64,96,24,56	4	5
37	64,96,24,56	1	8
38	64,96,24,56	2	8
39	64,96,24,56	1	8
40	64,96,24,56	4	6
41	64,96,24,56	1	8
42	64,96,24,56	3	8
43	64,96,24,56	0	10
44	64,96,24,56	7	3
45	64,96,24,56	0	10
46	64,96,24,56	5	5
47	64,96,24,56	0	10
48	64,96,24,56	3	7
49	64,96,24,56	0	11
50	64,96,24,56	2	7
51	64,96,24,56	0	10
52	64,96,24,56	2	8
53	64,96,24,56	0	9
54	64,96,24,56	10	3
55	64,96,24,56	1	11
56	64,96,24,56	7	2
57	64,96,24,56	0	10
58	64,96,24,56	2	10
59	64,96,24,56	1	9
60	64,96,24,56	5	4
61	64,96,24,56	1	10
62	64,96,24,56	3	7
63	64,96,24,56	1	8
64	64,96,24,56	8	1
65	64,96,24,56	0	11
66	64,96,24,56	7	4
67	64,96,24,56	1	10
68	64,96,24,56	2	8
69	64,96,24,56	0	10
70	64,96,24,56	3	7
71	64,96,24,56	2	11
72	64,96,24,56	6	4
73	64,96,24,56	0	13
74	64,96,24,56	7	3
75	64,96,24,56	2	7
76	64,96,24,56	5	5
77	64,96,24,56	0	10
78	64,96,24,56	2	9
79	64,96,24,56	1	10
80	64,96,24,56	4	7
81	64,96,24,56	2	8
82	64,96,24,56	3	8
83	64,96,24,56	1	9
84	64,96,24,56	5	4
85	64,96,24,56	0	10
86	64,96,24,56	6	4
87	64,96,24,56	0	12
88	64,96,24,56	3	9
89	64,96,24,56	2	7
90	64,96,24,56	3	7
91	64,96,24,56	0	10
92	64,96,24,56	2	8
93	64,96,24,56	0	10
94	64,96,24,56	7	2
95	64,96,24,56	1	11
96	64,96,24,56	7	2
97	64,96,24,56	0	11
98	64,96,24,56	4	7
99	64,96,24,56	1	9
100	64,96,24,56	3	6
1	65,26,2	2	11
2	65,26,2	7	6
3	65,26,2	3	6
4	65,26,2	7	6
5	65,26,2	5	4
6	65,26,2	5	4
7	65,26,2	4	6
8	65,26,2	3	7
9	65,26,2	3	6
10	65,26,2	4	6
11	65,26,2	3	6
12	65,26,2	7	2
13	65,26,2	3	6
14	65,26,2	3	7
15	65,26,2	3	6
16	65,26,2	5	4
17	65,26,2	2	7
18	65,26,2	7	3
19	65,26,2	2	7
20	65,26,2	3	6
21	65,26,2	3	7
22	65,26,2	8	1
23	65,26,2	4	6
24	65,26,2	4	5
25	65,26,2	5	5
26	65,26,2	8	2
27	65,26,2	3	6
28	65,26,2	7	4
29	65,26,2	3	6
30	65,26,2	5	9
31	65,26,2	3	7
32	65,26,2	7	6
33	65,26,2	1	9
34	65,26,2	4	5
35	65,26,2	5	8
36	65,26,2	6	3
37	65,26,2	4	7
38	65,26,2	3	7
39	65,26,2	3	8
40	65,26,2	5	9
41	65,26,2	3	7
42	65,26,2	4	6
43	65,26,2	2	10
44	65,26,2	7	6
45	65,26,2	3	7
46	65,26,2	4	6
47	65,26,2	4	7
48	65,26,2	5	5
49	65,26,2	4	11
50	65,26,2	4	7
51	65,26,2	1	8
52	65,26,2	7	3
53	65,26,2	2	8
54	65,26,2	4	5
55	65,26,2	2	8
56	65,26,2	6	9
57	65,26,2	4	6
58	65,26,2	4	6
59	65,26,2	1	8
60	65,26,2	5	5
61	65,26,2	4	5
62	65,26,2	7	5
63	65,26,2	3	6
64	65,26,2	5	5
65	65,26,2	5	4
66	65,26,2	5	6
67	65,26,2	2	8
68	65,26,2	2	7
69	65,26,2	2	8
70	65,26,2	1	8
71	65,26,2	1	9
72	65,26,2	3	7
73	65,26,2	0	10
74	65,26,2	4	6
75	65,26,2	0	11
76	65,26,2	3	7
77	65,26,2	1	9
78	65,26,2	1	8
79	65,26,2	0	11
80	65,26,2	2	7
81	65,26,2	0	13
82	65,26,2	2	7
83	65,26,2	1	9
84	65,26,2	1	8
85	65,26,2	1	10
86	65,26,2	2	8
87	65,26,2	0	9
88	65,26,2	2	7
89	65,26,2	1	9
90	65,26,2	2	9
91	65,26,2	3	8
92	65,26,2	4	5
93	65,26,2	0	11
94	65,26,2	2	7
95	65,26,2	1	8
96	65,26,2	3	7
97	65,26,2	2	7
98	65,26,2	1	9
99	65,26,2	1	10
100	65,26,2	3	7
1	65,47,55,13	7	2
2	65,47,55,13	0	9
3	65,47,55,13	4	6
4	65,47,55,13	1	9
5	65,47,55,13	5	5
6	65,47,55,13	0	10
7	65,47,55,13	7	3
8	65,47,55,13	0	14
9	65,47,55,13	5	5
10	65,47,55,13	1	11
11	65,47,55,13	5	5
12	65,47,55,13	0	13
13	65,47,55,13	7	4
14	65,47,55,13	2	10
15	65,47,55,13	7	2
16	65,47,55,13	1	13
17	65,47,55,13	5	4
18	65,47,55,13	1	11
19	65,47,55,13	5	5
20	65,47,55,13	0	9
21	65,47,55,13	4	7
22	65,47,55,13	1	10
23	65,47,55,13	7	2
24	65,47,55,13	2	9
25	65,47,55,13	8	2
26	65,47,55,13	2	9
27	65,47,55,13	8	1
28	65,47,55,13	0	9
29	65,47,55,13	4	5
30	65,47,55,13	1	8
31	65,47,55,13	7	8
32	65,47,55,13	1	14
33	65,47,55,13	9	0
34	65,47,55,13	2	8
35	65,47,55,13	8	2
36	65,47,55,13	0	10
37	65,47,55,13	11	0
38	65,47,55,13	2	8
39	65,47,55,13	9	3
40	65,47,55,13	4	7
41	65,47,55,13	10	4
42	65,47,55,13	3	7
43	65,47,55,13	7	2
44	65,47,55,13	2	7
45	65,47,55,13	8	1
46	65,47,55,13	3	7
47	65,47,55,13	11	4
48	65,47,55,13	2	8
49	65,47,55,13	8	2
50	65,47,55,13	4	9
51	65,47,55,13	7	5
52	65,47,55,13	1	13
53	65,47,55,13	6	4
54	65,47,55,13	2	7
55	65,47,55,13	4	7
56	65,47,55,13	2	7
57	65,47,55,13	7	2
58	65,47,55,13	2	7
59	65,47,55,13	4	6
60	65,47,55,13	1	9
61	65,47,55,13	7	3
62	65,47,55,13	4	7
63	65,47,55,13	5	5
64	65,47,55,13	1	9
65	65,47,55,13	8	7
66	65,47,55,13	2	8
67	65,47,55,13	9	2
68	65,47,55,13	2	10
69	65,47,55,13	3	6
70	65,47,55,13	1	8
71	65,47,55,13	4	8
72	65,47,55,13	1	9
73	65,47,55,13	7	3
74	65,47,55,13	2	10
75	65,47,55,13	9	1
76	65,47,55,13	0	9
77	65,47,55,13	7	2
78	65,47,55,13	1	10
79	65,47,55,13	6	4
80	65,47,55,13	0	11
81	65,47,55,13	4	6
82	65,47,55,13	1	8
83	65,47,55,13	5	5
84	65,47,55,13	1	9
85	65,47,55,13	4	5
86	65,47,55,13	0	10
87	65,47,55,13	7	3
88	65,47,55,13	0	11
89	65,47,55,13	6	5
90	65,47,55,13	1	10
91	65,47,55,13	3	7
92	65,47,55,13	0	10
93	65,47,55,13	7	5
94	65,47,55,13	0	9
95	65,47,55,13	5	4
96	65,47,55,13	0	12
97	65,47,55,13	6	3
98	65,47,55,13	1	9
99	65,47,55,13	5	6
100	65,47,55,13	0	9
1	66	1	12
2	66	5	8
3	66	3	12
4	66	2	7
5	66	0	9
6	66	7	5
7	66	4	9
8	66	4	6
9	66	3	11
10	66	3	6
11	66	4	6
12	66	6	10
13	66	1	8
14	66	5	5
15	66	2	8
16	66	5	5
17	66	1	10
18	66	5	11
19	66	3	6
20	66	7	9
21	66	5	9
22	66	9	0
23	66	1	10
24	66	7	10
25	66	2	8
26	66	4	6
27	66	1	10
28	66	5	6
29	66	4	12
30	66	3	7
31	66	4	11
32	66	6	8
33	66	5	6
34	66	4	5
35	66	2	9
36	66	4	5
37	66	5	10
38	66	4	7
39	66	2	10
40	66	5	6
41	66	5	9
42	66	4	6
43	66	0	9
44	66	13	2
45	66	2	9
46	66	4	8
47	66	0	12
48	66	8	2
49	66	3	10
50	66	6	5
51	66	3	7
52	66	5	5
53	66	1	8
54	66	6	4
55	66	4	6
56	66	7	3
57	66	3	7
58	66	6	5
59	66	1	10
60	66	5	5
61	66	4	12
62	66	6	4
63	66	6	7
64	66	4	7
65	66	4	6
66	66	8	2
67	66	3	9
68	66	7	6
69	66	6	4
70	66	9	7
71	66	4	6
72	66	4	8
73	66	1	8
74	66	5	9
75	66	4	9
76	66	6	5
77	66	8	2
78	66	5	5
79	66	4	8
80	66	5	4
81	66	1	8
82	66	8	5
83	66	4	8
84	66	5	6
85	66	0	9
86	66	8	3
87	66	5	4
88	66	16	1
89	66	3	8
90	66	5	6
91	66	1	10
92	66	3	9
93	66	3	7
94	66	5	5
95	66	2	9
96	66	5	4
97	66	4	8
98	66	2	7
99	66	8	5
100	66	5	5
1	66,78	0	9
2	66,78	4	6
3	66,78	0	13
4	66,78	4	5
5	66,78	0	9
6	66,78	5	8
7	66,78	0	10
8	66,78	3	9
9	66,78	0	10
10	66,78	2	9
11	66,78	1	10
12	66,78	2	8
13	66,78	0	10
14	66,78	3	6
15	66,78	0	10
16	66,78	7	3
17	66,78	1	9
18	66,78	8	5
19	66,78	1	8
20	66,78	2	11
21	66,78	1	9
22	66,78	4	5
23	66,78	0	9
24	66,78	5	5
25	66,78	0	15
26	66,78	10	3
27	66,78	1	10
28	66,78	6	5
29	66,78	1	9
30	66,78	6	4
31	66,78	1	8
32	66,78	4	7
33	66,78	1	9
34	66,78	3	8
35	66,78	0	10
36	66,78	5	5
37	66,78	1	9
38	66,78	2	9
39	66,78	2	8
40	66,78	1	8
41	66,78	0	10
42	66,78	10	5
43	66,78	0	12
44	66,78	5	7
45	66,78	0	10
46	66,78	8	6
47	66,78	0	9
48	66,78	6	4
49	66,78	0	9
50	66,78	3	10
51	66,78	0	9
52	66,78	3	9
53	66,78	1	9
54	66,78	4	6
55	66,78	1	8
56	66,78	6	4
57	66,78	1	8
58	66,78	6	4
59	66,78	2	10
60	66,78	3	6
61	66,78	1	11
62	66,78	7	6
63	66,78	1	9
64	66,78	4	7
65	66,78	0	10
66	66,78	9	3
67	66,78	3	7
68	66,78	7	4
69	66,78	2	12
70	66,78	4	6
71	66,78	2	8
72	66,78	7	7
73	66,78	1	9
74	66,78	8	1
75	66,78	2	8
76	66,78	6	3
77	66,78	1	8
78	66,78	8	1
79	66,78	1	9
80	66,78	8	3
81	66,78	4	9
82	66,78	8	2
83	66,78	1	9
84	66,78	7	2
85	66,78	0	9
86	66,78	7	2
87	66,78	3	6
88	66,78	10	4
89	66,78	2	9
90	66,78	12	1
91	66,78	3	9
92	66,78	7	2
93	66,78	2	7
94	66,78	8	1
95	66,78	4	5
96	66,78	6	3
97	66,78	3	8
98	66,78	7	2
99	66,78	2	7
100	66,78	6	3
1	66,93,51	1	9
2	66,93,51	2	9
3	66,93,51	3	7
4	66,93,51	2	7
5	66,93,51	4	10
6	66,93,51	4	5
7	66,93,51	1	8
8	66,93,51	0	9
9	66,93,51	5	6
10	66,93,51	2	11
11	66,93,51	3	7
12	66,93,51	4	8
13	66,93,51	3	8
14	66,93,51	1	8
15	66,93,51	2	8
16	66,93,51	1	9
17	66,93,51	3	8
18	66,93,51	3	10
19	66,93,51	0	9
20	66,93,51	1	8
21	66,93,51	3	7
22	66,93,51	3	7
23	66,93,51	1	8
24	66,93,51	2	7
25	66,93,51	1	9
26	66,93,51	3	7
27	66,93,51	1	8
28	66,93,51	2	7
29	66,93,51	1	8
30	66,93,51	2	11
31	66,93,51	5	5
32	66,93,51	1	9
33	66,93,51	8	2
34	66,93,51	1	9
35	66,93,51	4	9
36	66,93,51	6	8
37	66,93,51	1	9
38	66,93,51	0	9
39	66,93,51	3	7
40	66,93,51	1	8
41	66,93,51	1	8
42	66,93,51	2	7
43	66,93,51	4	6
44	66,93,51	2	7
45	66,93,51	3	7
46	66,93,51	5	8
47	66,93,51	4	7
48	66,93,51	2	7
49	66,93,51	3	9
50	66,93,51	2	8
51	66,93,51	6	6
52	66,93,51	3	8
53	66,93,51	4	5
54	66,93,51	7	4
55	66,93,51	3	7
56	66,93,51	3	6
57	66,93,51	7	4
58	66,93,51	5	7
59	66,93,51	5	5
60	66,93,51	5	5
61	66,93,51	7	3
62	66,93,51	1	9
63	66,93,51	9	2
64	66,93,51	1	9
65	66,93,51	5	4
66	66,93,51	9	2
67	66,93,51	1	8
68	66,93,51	3	7
69	66,93,51	8	3
70	66,93,51	4	6
71	66,93,51	5	7
72	66,93,51	5	5
73	66,93,51	4	5
74	66,93,51	6	5
75	66,93,51	6	4
76	66,93,51	3	7
77	66,93,51	4	5
78	66,93,51	6	4
79	66,93,51	2	8
80	66,93,51	5	4
81	66,93,51	5	4
82	66,93,51	2	7
83	66,93,51	8	3
84	66,93,51	6	4
85	66,93,51	5	4
86	66,93,51	6	5
87	66,93,51	5	5
88	66,93,51	6	3
89	66,93,51	3	8
90	66,93,51	8	1
91	66,93,51	4	5
92	66,93,51	1	9
93	66,93,51	8	2
94	66,93,51	4	5
95	66,93,51	5	4
96	66,93,51	7	2
97	66,93,51	4	7
98	66,93,51	5	7
99	66,93,51	7	3
100	66,93,51	3	10
1	67	6	4
2	67	1	9
3	67	4	7
4	67	1	10
5	67	4	7
6	67	3	7
7	67	8	1
8	67	0	10
9	67	5	5
10	67	1	11
11	67	4	5
12	67	4	6
13	67	4	6
14	67	0	10
15	67	4	6
16	67	3	7
17	67	6	4
18	67	2	8
19	67	7	5
20	67	1	10
21	67	5	5
22	67	2	8
23	67	6	5
24	67	1	9
25	67	5	4
26	67	1	10
27	67	8	2
28	67	2	8
29	67	6	5
30	67	1	10
31	67	3	7
32	67	2	9
33	67	4	6
34	67	2	8
35	67	9	5
36	67	4	7
37	67	7	2
38	67	1	8
39	67	4	6
40	67	2	12
41	67	6	4
42	67	0	10
43	67	5	4
44	67	0	10
45	67	7	7
46	67	3	8
47	67	8	2
48	67	2	10
49	67	2	7
50	67	1	8
51	67	5	5
52	67	1	11
53	67	5	5
54	67	2	10
55	67	8	3
56	67	4	5
57	67	9	2
58	67	1	8
59	67	6	5
60	67	3	6
61	67	9	2
62	67	3	7
63	67	8	4
64	67	5	6
65	67	7	3
66	67	2	8
67	67	7	3
68	67	6	3
69	67	10	2
70	67	5	6
71	67	6	4
72	67	2	8
73	67	3	6
74	67	3	6
75	67	8	3
76	67	7	6
77	67	9	0
78	67	2	8
79	67	9	0
80	67	0	11
81	67	8	4
82	67	2	8
83	67	6	3
84	67	2	9
85	67	4	6
86	67	4	7
87	67	13	1
88	67	1	12
89	67	5	6
90	67	1	8
91	67	5	5
92	67	1	9
93	67	5	7
94	67	2	8
95	67	6	4
96	67	3	8
97	67	9	1
98	67	3	7
99	67	7	6
100	67	1	11
1	67,31,17,61	6	3
2	67,31,17,61	1	9
3	67,31,17,61	3	8
4	67,31,17,61	1	8
5	67,31,17,61	2	12
6	67,31,17,61	1	9
7	67,31,17,61	6	3
8	67,31,17,61	0	10
9	67,31,17,61	1	8
10	67,31,17,61	2	9
11	67,31,17,61	4	5
12	67,31,17,61	1	10
13	67,31,17,61	2	7
14	67,31,17,61	0	9
15	67,31,17,61	3	7
16	67,31,17,61	1	8
17	67,31,17,61	6	3
18	67,31,17,61	1	8
19	67,31,17,61	3	6
20	67,31,17,61	0	9
21	67,31,17,61	6	3
22	67,31,17,61	0	9
23	67,31,17,61	4	6
24	67,31,17,61	2	7
25	67,31,17,61	3	6
26	67,31,17,61	2	7
27	67,31,17,61	7	2
28	67,31,17,61	3	7
29	67,31,17,61	2	7
30	67,31,17,61	3	7
31	67,31,17,61	8	5
32	67,31,17,61	2	7
33	67,31,17,61	1	8
34	67,31,17,61	2	7
35	67,31,17,61	1	8
36	67,31,17,61	0	9
37	67,31,17,61	9	0
38	67,31,17,61	1	8
39	67,31,17,61	4	5
40	67,31,17,61	1	10
41	67,31,17,61	4	5
42	67,31,17,61	0	12
43	67,31,17,61	3	6
44	67,31,17,61	1	8
45	67,31,17,61	2	7
46	67,31,17,61	3	8
47	67,31,17,61	5	4
48	67,31,17,61	1	8
49	67,31,17,61	2	7
50	67,31,17,61	0	9
51	67,31,17,61	6	3
52	67,31,17,61	1	11
53	67,31,17,61	1	8
54	67,31,17,61	0	9
55	67,31,17,61	3	10
56	67,31,17,61	1	8
57	67,31,17,61	7	2
58	67,31,17,61	0	9
59	67,31,17,61	3	6
60	67,31,17,61	0	11
61	67,31,17,61	3	6
62	67,31,17,61	1	8
63	67,31,17,61	2	9
64	67,31,17,61	0	9
65	67,31,17,61	0	10
66	67,31,17,61	1	9
67	67,31,17,61	8	2
68	67,31,17,61	1	9
69	67,31,17,61	5	4
70	67,31,17,61	0	9
71	67,31,17,61	6	3
72	67,31,17,61	1	8
73	67,31,17,61	4	6
74	67,31,17,61	1	11
75	67,31,17,61	2	7
76	67,31,17,61	1	9
77	67,31,17,61	5	4
78	67,31,17,61	1	8
79	67,31,17,61	6	3
80	67,31,17,61	0	9
81	67,31,17,61	4	5
82	67,31,17,61	0	10
83	67,31,17,61	2	7
84	67,31,17,61	1	8
85	67,31,17,61	3	6
86	67,31,17,61	1	9
87	67,31,17,61	4	5
88	67,31,17,61	1	10
89	67,31,17,61	1	8
90	67,31,17,61	1	12
91	67,31,17,61	4	5
92	67,31,17,61	0	9
93	67,31,17,61	2	7
94	67,31,17,61	2	9
95	67,31,17,61	3	6
96	67,31,17,61	0	10
97	67,31,17,61	6	3
98	67,31,17,61	0	9
99	67,31,17,61	3	6
100	67,31,17,61	3	6
1	67,99,15	7	4
2	67,99,15	1	11
3	67,99,15	5	5
4	67,99,15	2	9
5	67,99,15	8	3
6	67,99,15	2	8
7	67,99,15	7	3
8	67,99,15	0	10
9	67,99,15	8	3
10	67,99,15	2	11
11	67,99,15	3	7
12	67,99,15	0	9
13	67,99,15	8	4
14	67,99,15	1	9
15	67,99,15	11	0
16	67,99,15	3	7
17	67,99,15	10	3
18	67,99,15	2	7
19	67,99,15	9	1
20	67,99,15	5	4
21	67,99,15	9	3
22	67,99,15	2	9
23	67,99,15	8	2
24	67,99,15	2	9
25	67,99,15	9	3
26	67,99,15	2	9
27	67,99,15	8	2
28	67,99,15	1	8
29	67,99,15	7	4
30	67,99,15	3	7
31	67,99,15	10	2
32	67,99,15	3	7
33	67,99,15	8	1
34	67,99,15	3	7
35	67,99,15	9	0
36	67,99,15	1	8
37	67,99,15	8	2
38	67,99,15	5	4
39	67,99,15	7	3
40	67,99,15	1	8
41	67,99,15	7	3
42	67,99,15	5	5
43	67,99,15	5	4
44	67,99,15	3	8
45	67,99,15	9	0
46	67,99,15	3	7
47	67,99,15	8	4
48	67,99,15	2	7
49	67,99,15	8	1
50	67,99,15	4	6
51	67,99,15	7	3
52	67,99,15	4	6
53	67,99,15	10	2
54	67,99,15	2	8
55	67,99,15	9	1
56	67,99,15	2	8
57	67,99,15	8	2
58	67,99,15	2	8
59	67,99,15	15	2
60	67,99,15	3	7
61	67,99,15	8	2
62	67,99,15	2	10
63	67,99,15	7	3
64	67,99,15	5	5
65	67,99,15	10	3
66	67,99,15	3	9
67	67,99,15	10	1
68	67,99,15	4	7
69	67,99,15	9	2
70	67,99,15	2	8
71	67,99,15	8	2
72	67,99,15	4	7
73	67,99,15	8	2
74	67,99,15	1	9
75	67,99,15	5	4
76	67,99,15	7	9
77	67,99,15	7	3
78	67,99,15	1	11
79	67,99,15	8	2
80	67,99,15	6	9
81	67,99,15	6	3
82	67,99,15	3	8
83	67,99,15	7	2
84	67,99,15	3	6
85	67,99,15	9	2
86	67,99,15	5	6
87	67,99,15	9	1
88	67,99,15	3	7
89	67,99,15	9	1
90	67,99,15	6	8
91	67,99,15	7	3
92	67,99,15	4	6
93	67,99,15	7	2
94	67,99,15	4	7
95	67,99,15	8	2
96	67,99,15	5	4
97	67,99,15	8	1
98	67,99,15	3	7
99	67,99,15	9	2
100	67,99,15	2	8
1	68,14,8,26	0	14
2	68,14,8,26	6	4
3	68,14,8,26	1	8
4	68,14,8,26	7	6
5	68,14,8,26	0	10
6	68,14,8,26	6	6
7	68,14,8,26	0	10
8	68,14,8,26	7	3
9	68,14,8,26	0	13
10	68,14,8,26	4	5
11	68,14,8,26	1	8
12	68,14,8,26	6	3
13	68,14,8,26	2	8
14	68,14,8,26	13	3
15	68,14,8,26	0	9
16	68,14,8,26	8	1
17	68,14,8,26	1	8
18	68,14,8,26	10	2
19	68,14,8,26	2	10
20	68,14,8,26	6	3
21	68,14,8,26	1	10
22	68,14,8,26	10	3
23	68,14,8,26	1	10
24	68,14,8,26	9	0
25	68,14,8,26	0	9
26	68,14,8,26	9	0
27	68,14,8,26	1	10
28	68,14,8,26	13	3
29	68,14,8,26	1	11
30	68,14,8,26	5	5
31	68,14,8,26	2	9
32	68,14,8,26	6	3
33	68,14,8,26	0	10
34	68,14,8,26	7	2
35	68,14,8,26	1	10
36	68,14,8,26	10	2
37	68,14,8,26	3	14
38	68,14,8,26	7	2
39	68,14,8,26	1	8
40	68,14,8,26	10	3
41	68,14,8,26	1	8
42	68,14,8,26	8	1
43	68,14,8,26	2	8
44	68,14,8,26	8	2
45	68,14,8,26	0	12
46	68,14,8,26	7	2
47	68,14,8,26	1	10
48	68,14,8,26	9	1
49	68,14,8,26	1	9
50	68,14,8,26	7	4
51	68,14,8,26	1	9
52	68,14,8,26	6	4
53	68,14,8,26	1	12
54	68,14,8,26	7	2
55	68,14,8,26	2	11
56	68,14,8,26	10	1
57	68,14,8,26	6	8
58	68,14,8,26	9	1
59	68,14,8,26	1	9
60	68,14,8,26	6	4
61	68,14,8,26	0	9
62	68,14,8,26	7	3
63	68,14,8,26	0	9
64	68,14,8,26	9	1
65	68,14,8,26	1	9
66	68,14,8,26	7	2
67	68,14,8,26	1	10
68	68,14,8,26	12	2
69	68,14,8,26	2	9
70	68,14,8,26	10	1
71	68,14,8,26	1	10
72	68,14,8,26	8	2
73	68,14,8,26	1	12
74	68,14,8,26	7	3
75	68,14,8,26	0	10
76	68,14,8,26	10	2
77	68,14,8,26	0	9
78	68,14,8,26	7	3
79	68,14,8,26	1	9
80	68,14,8,26	7	7
81	68,14,8,26	0	11
82	68,14,8,26	8	3
83	68,14,8,26	5	9
84	68,14,8,26	7	3
85	68,14,8,26	1	9
86	68,14,8,26	14	2
87	68,14,8,26	0	9
88	68,14,8,26	8	2
89	68,14,8,26	1	10
90	68,14,8,26	10	4
91	68,14,8,26	2	8
92	68,14,8,26	10	2
93	68,14,8,26	0	10
94	68,14,8,26	7	3
95	68,14,8,26	2	9
96	68,14,8,26	10	3
97	68,14,8,26	2	7
98	68,14,8,26	8	2
99	68,14,8,26	1	10
100	68,14,8,26	6	3
1	68,20,35,92	2	7
2	68,20,35,92	3	9
3	68,20,35,92	4	5
4	68,20,35,92	6	8
5	68,20,35,92	3	6
6	68,20,35,92	7	6
7	68,20,35,92	1	8
8	68,20,35,92	5	6
9	68,20,35,92	5	9
10	68,20,35,92	5	5
11	68,20,35,92	4	5
12	68,20,35,92	8	3
13	68,20,35,92	1	9
14	68,20,35,92	3	6
15	68,20,35,92	4	6
16	68,20,35,92	5	4
17	68,20,35,92	4	5
18	68,20,35,92	7	4
19	68,20,35,92	2	7
20	68,20,35,92	9	2
21	68,20,35,92	6	4
22	68,20,35,92	7	3
23	68,20,35,92	10	3
24	68,20,35,92	8	4
25	68,20,35,92	10	3
26	68,20,35,92	8	2
27	68,20,35,92	4	5
28	68,20,35,92	7	4
29	68,20,35,92	7	5
30	68,20,35,92	9	2
31	68,20,35,92	7	2
32	68,20,35,92	4	5
33	68,20,35,92	10	3
34	68,20,35,92	9	5
35	68,20,35,92	7	4
36	68,20,35,92	8	2
37	68,20,35,92	9	3
38	68,20,35,92	7	2
39	68,20,35,92	6	3
40	68,20,35,92	8	1
41	68,20,35,92	7	3
42	68,20,35,92	9	2
43	68,20,35,92	6	3
44	68,20,35,92	9	1
45	68,20,35,92	8	2
46	68,20,35,92	12	5
47	68,20,35,92	9	6
48	68,20,35,92	6	3
49	68,20,35,92	5	5
50	68,20,35,92	10	4
51	68,20,35,92	6	4
52	68,20,35,92	8	1
53	68,20,35,92	8	1
54	68,20,35,92	10	3
55	68,20,35,92	7	2
56	68,20,35,92	8	2
57	68,20,35,92	3	6
58	68,20,35,92	7	2
59	68,20,35,92	6	6
60	68,20,35,92	4	5
61	68,20,35,92	3	6
62	68,20,35,92	9	2
63	68,20,35,92	7	3
64	68,20,35,92	8	1
65	68,20,35,92	7	3
66	68,20,35,92	10	4
67	68,20,35,92	7	3
68	68,20,35,92	8	2
69	68,20,35,92	7	3
70	68,20,35,92	6	3
71	68,20,35,92	6	4
72	68,20,35,92	6	4
73	68,20,35,92	8	5
74	68,20,35,92	4	6
75	68,20,35,92	6	4
76	68,20,35,92	8	2
77	68,20,35,92	6	5
78	68,20,35,92	9	3
79	68,20,35,92	3	9
80	68,20,35,92	6	4
81	68,20,35,92	5	4
82	68,20,35,92	8	2
83	68,20,35,92	7	3
84	68,20,35,92	6	4
85	68,20,35,92	5	4
86	68,20,35,92	7	4
87	68,20,35,92	7	5
88	68,20,35,92	6	4
89	68,20,35,92	5	5
90	68,20,35,92	8	2
91	68,20,35,92	5	5
92	68,20,35,92	6	4
93	68,20,35,92	2	7
94	68,20,35,92	6	5
95	68,20,35,92	4	5
96	68,20,35,92	4	7
97	68,20,35,92	2	7
98	68,20,35,92	6	4
99	68,20,35,92	3	7
100	68,20,35,92	3	9
1	68,58	2	8
2	68,58	1	8
3	68,58	2	8
4	68,58	1	10
5	68,58	1	9
6	68,58	0	10
7	68,58	0	10
8	68,58	7	4
9	68,58	0	10
10	68,58	2	7
11	68,58	1	8
12	68,58	2	8
13	68,58	0	13
14	68,58	2	9
15	68,58	0	10
16	68,58	2	7
17	68,58	2	7
18	68,58	11	5
19	68,58	1	9
20	68,58	0	9
21	68,58	0	9
22	68,58	3	6
23	68,58	2	8
24	68,58	2	9
25	68,58	0	11
26	68,58	0	10
27	68,58	1	9
28	68,58	8	2
29	68,58	0	9
30	68,58	5	4
31	68,58	2	8
32	68,58	3	7
33	68,58	0	9
34	68,58	4	6
35	68,58	1	9
36	68,58	2	8
37	68,58	1	9
38	68,58	8	1
39	68,58	0	9
40	68,58	2	8
41	68,58	0	9
42	68,58	3	7
43	68,58	3	8
44	68,58	3	8
45	68,58	1	8
46	68,58	2	7
47	68,58	2	8
48	68,58	8	2
49	68,58	0	13
50	68,58	3	13
51	68,58	1	15
52	68,58	4	6
53	68,58	0	11
54	68,58	2	7
55	68,58	2	7
56	68,58	4	6
57	68,58	0	11
58	68,58	9	1
59	68,58	1	12
60	68,58	3	7
61	68,58	1	9
62	68,58	4	5
63	68,58	0	9
64	68,58	3	7
65	68,58	0	9
66	68,58	2	8
67	68,58	1	9
68	68,58	8	2
69	68,58	0	11
70	68,58	0	9
71	68,58	1	8
72	68,58	3	9
73	68,58	1	9
74	68,58	3	7
75	68,58	0	10
76	68,58	2	9
77	68,58	1	10
78	68,58	6	3
79	68,58	0	9
80	68,58	1	10
81	68,58	1	9
